depth_m	ice_age_year_bp	delta_d_per_ml	temp_variation_degc	temp_c
2587	213109	-444.4	-1.5	-56.23333333
2588	213223	-447.2	-1.96	-56.7
2589	213338	-446	-1.76	-56.5
2590	213453	-445.5	-1.67	-56.41666667
2591	213567	-446.4	-1.82	-56.56666667
2592	213684	-447.8	-2.06	-56.8
2593	213799	-444.1	-1.45	-56.18333333
2594	213911	-443.5	-1.35	-56.08333333
2595	214024	-444.9	-1.58	-56.31666667
2596	214138	-444.4	-1.5	-56.23333333
2597	214251	-443.8	-1.4	-56.13333333
2598	214364	-443.8	-1.41	-56.13333333
2599	214478	-445	-1.61	-56.33333333
2600	214592	-444.8	-1.58	-56.3
2601	214706	-443.5	-1.36	-56.08333333
2602	214819	-443	-1.29	-56
2603	214932	-443.6	-1.39	-56.1
2604	215047	-445.2	-1.67	-56.36666667
2605	215161	-443.5	-1.4	-56.08333333
2606	215274	-442.5	-1.24	-55.91666667
2607	215386	-441.1	-1.02	-55.68333333
2608	215497	-440.4	-0.91	-55.56666667
2609	215608	-442.2	-1.22	-55.86666667
2610	215723	-445.3	-1.74	-56.38333333
2611	215839	-443.5	-1.45	-56.08333333
2612	215955	-445.5	-1.79	-56.41666667
2613	216075	-448.4	-2.28	-56.9
2614	216197	-449	-2.39	-57
2615	216319	-447.3	-2.11	-56.71666667
2616	216439	-447.4	-2.14	-56.73333333
2617	216560	-447.1	-2.1	-56.68333333
2618	216678	-442.8	-1.39	-55.96666667
2619	216792	-440.7	-1.05	-55.61666667
2620	216904	-440.2	-0.97	-55.53333333
2621	217018	-441.7	-1.23	-55.78333333
2622	217131	-440.7	-1.07	-55.61666667
2623	217244	-439.4	-0.86	-55.4
2624	217356	-440.3	-1.02	-55.55
2625	217470	-440.9	-1.13	-55.65
2626	217584	-441.3	-1.2	-55.71666667
2627	217699	-441.1	-1.18	-55.68333333
2628	217817	-447.1	-2.18	-56.68333333
2629	217939	-446.2	-2.04	-56.53333333
2630	218060	-445	-1.85	-56.33333333
2631	218181	-445.7	-1.97	-56.45
2632	218303	-446.3	-2.08	-56.55
2633	218426	-447	-2.2	-56.66666667
2634	218551	-449.5	-2.62	-57.08333333
2635	218681	-453.1	-3.23	-57.68333333
2636	218814	-452.9	-3.2	-57.65
2637	218946	-451.3	-2.94	-57.38333333
2638	219076	-451	-2.9	-57.33333333
2639	219207	-451.4	-2.98	-57.4
2640	219339	-452.5	-3.17	-57.58333333
2641	219472	-453.5	-3.35	-57.75
2642	219605	-450.4	-2.84	-57.23333333
2643	219738	-453.8	-3.42	-57.8
2644	219878	-459.5	-4.37	-58.75
2645	220023	-459.1	-4.31	-58.68333333
2646	220167	-458.5	-4.23	-58.58333333
2647	220312	-459.7	-4.43	-58.78333333
2648	220461	-463	-4.99	-59.33333333
2649	220613	-462	-4.84	-59.16666667
2650	220761	-459	-4.35	-58.66666667
2651	220907	-459.8	-4.49	-58.8
2652	221058	-463	-5.03	-59.33333333
2653	221210	-462.1	-4.89	-59.18333333
2654	221363	-462.4	-4.95	-59.23333333
2655	221520	-467.4	-5.78	-60.06666667
2656	221684	-469.8	-6.19	-60.46666667
2657	221850	-468.7	-6.02	-60.28333333
2658	222015	-468.9	-6.06	-60.31666667
2659	222182	-469.8	-6.21	-60.46666667
2660	222355	-474.9	-7.07	-61.31666667
2661	222535	-476.2	-7.29	-61.53333333
2662	222711	-471.3	-6.49	-60.71666667
2663	222885	-473	-6.78	-61
2664	223062	-474.5	-7.02	-61.25
2665	223240	-473.7	-6.89	-61.11666667
2666	223420	-476.2	-7.3	-61.53333333
2667	223605	-478.2	-7.63	-61.86666667
2668	223792	-478	-7.6	-61.83333333
2669	223979	-477.7	-7.55	-61.78333333
2670	224164	-476.6	-7.36	-61.6
2671	224351	-478.3	-7.64	-61.88333333
2672	224536	-475.6	-7.19	-61.43333333
2673	224716	-472.4	-6.66	-60.9
2674	224888	-467.8	-5.89	-60.13333333
2675	225058	-469.8	-6.22	-60.46666667
2676	225229	-469.7	-6.2	-60.45
2677	225399	-467.8	-5.88	-60.13333333
2678	225562	-462.5	-4.99	-59.25
2679	225726	-468.4	-5.96	-60.23333333
2680	225900	-472.2	-6.59	-60.86666667
2681	226072	-467	-5.72	-60
2682	226238	-466.2	-5.58	-59.86666667
2683	226408	-469.8	-6.17	-60.46666667
2684	226582	-470.8	-6.33	-60.63333333
2685	226758	-472.1	-6.53	-60.85
2686	226939	-475.2	-7.04	-61.36666667
2687	227128	-479.2	-7.7	-62.03333333
2688	227321	-478.8	-7.62	-61.96666667
2689	227512	-476.3	-7.19	-61.55
2690	227699	-475.9	-7.12	-61.48333333
2691	227883	-474.1	-6.81	-61.18333333
2692	228064	-472.3	-6.5	-60.88333333
2693	228241	-469.4	-6.01	-60.4
2694	228416	-470.6	-6.19	-60.6
2695	228596	-474.4	-6.81	-61.23333333
2696	228783	-477.6	-7.33	-61.76666667
2697	228974	-477.7	-7.34	-61.78333333
2698	229165	-476.9	-7.19	-61.65
2699	229354	-475.9	-7.01	-61.48333333
2700	229541	-475.2	-6.89	-61.36666667
2701	229726	-474.2	-6.71	-61.2
2702	229909	-472.1	-6.34	-60.85
2703	230088	-471	-6.15	-60.66666667
2704	230264	-469.3	-5.85	-60.38333333
2705	230440	-471.3	-6.17	-60.71666667
2706	230618	-470	-5.94	-60.5
2707	230794	-470.2	-5.96	-60.53333333
2708	230972	-471.1	-6.09	-60.68333333
2709	231146	-466.8	-5.37	-59.96666667
2710	231315	-465.6	-5.15	-59.76666667
2711	231482	-465.2	-5.07	-59.7
2712	231649	-464.7	-4.98	-59.61666667
2713	231815	-464.5	-4.93	-59.58333333
2714	231979	-462.2	-4.54	-59.2
2715	232140	-461.3	-4.38	-59.05
2716	232299	-460.4	-4.21	-58.9
2717	232458	-460.9	-4.29	-58.98333333
2718	232617	-460.2	-4.16	-58.86666667
2719	232774	-458.8	-3.91	-58.63333333
2720	232930	-458.2	-3.8	-58.53333333
2721	233083	-456.1	-3.44	-58.18333333
2722	233236	-457.5	-3.66	-58.41666667
2723	233390	-457.9	-3.71	-58.48333333
2724	233542	-455.2	-3.26	-58.03333333
2725	233691	-452.9	-2.87	-57.65
2726	233836	-451.2	-2.59	-57.36666667
2727	233979	-449.6	-2.33	-57.1
2728	234122	-452.3	-2.78	-57.55
2729	234268	-451.6	-2.66	-57.43333333
2730	234411	-448.9	-2.22	-56.98333333
2731	234552	-448.9	-2.22	-56.98333333
2732	234694	-449.1	-2.25	-57.01666667
2733	234837	-451.5	-2.65	-57.41666667
2734	234984	-452.2	-2.77	-57.53333333
2735	235129	-450.2	-2.44	-57.2
2736	235271	-447.1	-1.93	-56.68333333
2737	235411	-447	-1.92	-56.66666667
2738	235552	-448.9	-2.24	-56.98333333
2739	235694	-448.2	-2.13	-56.86666667
2740	235836	-448	-2.11	-56.83333333
2741	235977	-446.6	-1.89	-56.6
2742	236114	-443.9	-1.45	-56.15
2743	236250	-443.6	-1.4	-56.1
2744	236385	-441.8	-1.11	-55.8
2745	236518	-442.1	-1.17	-55.85
2746	236652	-441.9	-1.15	-55.81666667
2747	236785	-440.6	-0.94	-55.6
2748	236916	-438.5	-0.6	-55.25
2749	237043	-434.2	0.1	-54.53333333
2750	237166	-433.8	0.16	-54.46666667
2751	237288	-431.8	0.48	-54.13333333
2752	237410	-432.5	0.36	-54.25
2753	237529	-428.4	1.03	-53.56666667
2754	237643	-424.1	1.73	-52.85
2755	237755	-424	1.74	-52.83333333
2756	237866	-422.4	1.99	-52.56666667
2757	237975	-421.1	2.2	-52.35
2758	238084	-421.7	2.09	-52.45
2759	238194	-422.8	1.9	-52.63333333
2760	238306	-423.6	1.75	-52.76666667
2761	238419	-424.1	1.66	-52.85
2762	238532	-424.7	1.55	-52.95
2763	238647	-426.1	1.3	-53.18333333
2764	238764	-427.1	1.12	-53.35
2765	238883	-427.8	0.99	-53.46666667
2766	239003	-429.5	0.69	-53.75
2767	239125	-430.2	0.56	-53.86666667
2768	239248	-430.7	0.46	-53.95
2769	239375	-434.4	-0.18	-54.56666667
2770	239506	-436.5	-0.54	-54.91666667
2771	239642	-440.9	-1.29	-55.65
2772	239784	-443.6	-1.76	-56.1
2773	239931	-446.2	-2.22	-56.53333333
2774	240080	-445.5	-2.12	-56.41666667
2775	240231	-448.2	-2.59	-56.86666667
2776	240387	-451.1	-3.09	-57.35
2777	240548	-453	-3.43	-57.66666667
2778	240711	-453.6	-3.55	-57.76666667
2779	240877	-455.3	-3.85	-58.05
2780	241048	-457.1	-4.17	-58.35
2781	241224	-460.9	-4.82	-58.98333333
2782	241406	-463.3	-5.23	-59.38333333
2783	241596	-466.6	-5.8	-59.93333333
2784	241792	-469	-6.21	-60.33333333
2785	241991	-468.3	-6.1	-60.21666667
2786	242187	-466.8	-5.86	-59.96666667
2787	242382	-466.4	-5.8	-59.9
2788	242576	-466	-5.74	-59.83333333
2789	242770	-465.4	-5.65	-59.73333333
2790	242959	-461.6	-5.02	-59.1
2791	243144	-461	-4.93	-59
2792	243330	-462.5	-5.18	-59.25
2793	243519	-464.2	-5.46	-59.53333333
2794	243714	-467	-5.93	-60
2795	243916	-469.7	-6.38	-60.45
2796	244124	-472.4	-6.82	-60.9
2797	244337	-473.1	-6.94	-61.01666667
2798	244551	-473.6	-7.02	-61.1
2799	244767	-473.9	-7.07	-61.15
2800	244983	-473.3	-6.97	-61.05
2801	245196	-471.8	-6.72	-60.8
2802	245407	-471	-6.58	-60.66666667
2803	245618	-471.8	-6.71	-60.8
2804	245834	-474.7	-7.19	-61.28333333
2805	246053	-474	-7.07	-61.16666667
2806	246269	-472.8	-6.86	-60.96666667
2807	246485	-472.6	-6.83	-60.93333333
2808	246700	-472.3	-6.78	-60.88333333
2809	246917	-474.1	-7.07	-61.18333333
2810	247135	-473.2	-6.92	-61.03333333
2811	247351	-471.3	-6.6	-60.71666667
2812	247566	-472.4	-6.78	-60.9
2813	247785	-474.5	-7.13	-61.25
2814	248007	-474.5	-7.13	-61.25
2815	248229	-474.3	-7.1	-61.21666667
2816	248453	-475.9	-7.36	-61.48333333
2817	248680	-476.2	-7.41	-61.53333333
2818	248907	-475.2	-7.24	-61.36666667
2819	249128	-472.3	-6.76	-60.88333333
2820	249345	-470.8	-6.51	-60.63333333
2821	249560	-470.6	-6.48	-60.6
2822	249772	-468.4	-6.11	-60.23333333
2823	249984	-470.1	-6.39	-60.51666667
2824	250199	-470.9	-6.52	-60.65
2825	250413	-468.8	-6.17	-60.3
2826	250618	-463.6	-5.31	-59.43333333
2827	250818	-463.5	-5.29	-59.41666667
2828	251021	-466.1	-5.72	-59.85
2829	251231	-469.8	-6.34	-60.46666667
2830	251448	-470.7	-6.48	-60.61666667
2831	251666	-470.8	-6.5	-60.63333333
2832	251883	-469.3	-6.25	-60.38333333
2833	252102	-472.6	-6.79	-60.93333333
2834	252329	-474.8	-7.16	-61.3
2835	252553	-470.8	-6.49	-60.63333333
2836	252769	-467.9	-6.01	-60.15
2837	252986	-471.2	-6.55	-60.7
2838	253213	-474.7	-7.13	-61.28333333
2839	253442	-473.5	-6.93	-61.08333333
2840	253670	-473.2	-6.88	-61.03333333
2841	253896	-471.7	-6.63	-60.78333333
2842	254121	-472.4	-6.75	-60.9
2843	254345	-470.6	-6.45	-60.6
2844	254560	-465.5	-5.6	-59.75
2845	254767	-462.7	-5.14	-59.28333333
2846	254972	-464.3	-5.41	-59.55
2847	255183	-466.4	-5.77	-59.9
2848	255399	-468.7	-6.16	-60.28333333
2849	255620	-470.1	-6.39	-60.51666667
2850	255844	-470.3	-6.43	-60.55
2851	256068	-469.8	-6.36	-60.46666667
2852	256294	-471.8	-6.69	-60.8
2853	256525	-473.3	-6.95	-61.05
2854	256759	-473.2	-6.93	-61.03333333
2855	256994	-474.4	-7.13	-61.23333333
2856	257234	-476.1	-7.42	-61.51666667
2857	257479	-477.1	-7.58	-61.68333333
2858	257726	-477.8	-7.7	-61.8
2859	257975	-478.7	-7.85	-61.95
2860	258224	-476.6	-7.5	-61.6
2861	258471	-477.6	-7.67	-61.76666667
2862	258723	-479.7	-8.01	-62.11666667
2863	258978	-479.5	-7.98	-62.08333333
2864	259235	-480.2	-8.09	-62.2
2865	259492	-480	-8.05	-62.16666667
2866	259750	-479.6	-7.99	-62.1
2867	260009	-481.5	-8.3	-62.41666667
2868	260272	-481.6	-8.31	-62.43333333
2869	260536	-481.3	-8.26	-62.38333333
2870	260801	-482.9	-8.52	-62.65
2871	261069	-482.4	-8.43	-62.56666667
2872	261336	-482.4	-8.43	-62.56666667
2873	261602	-481	-8.19	-62.33333333
2874	261865	-480.8	-8.16	-62.3
2875	262131	-482.4	-8.42	-62.56666667
2876	262399	-481.7	-8.3	-62.45
2877	262665	-481.2	-8.21	-62.36666667
2878	262933	-482.5	-8.42	-62.58333333
2879	263201	-480.8	-8.13	-62.3
2880	263466	-480.5	-8.08	-62.25
2881	263732	-481.9	-8.3	-62.48333333
2882	264004	-483.3	-8.53	-62.71666667
2883	264273	-479.7	-7.93	-62.11666667
2884	264533	-477.3	-7.52	-61.71666667
2885	264792	-479.4	-7.86	-62.06666667
2886	265055	-479.4	-7.85	-62.06666667
2887	265321	-481.1	-8.13	-62.35
2888	265595	-483.8	-8.57	-62.8
2889	265865	-479.1	-7.78	-62.01666667
2890	266123	-475.5	-7.18	-61.41666667
2891	266380	-478.1	-7.61	-61.85
2892	266643	-479	-7.75	-62
2893	266905	-477.8	-7.54	-61.8
2894	267167	-478.5	-7.66	-61.91666667
2895	267431	-478.5	-7.65	-61.91666667
2896	267692	-476.3	-7.28	-61.55
2897	267946	-473.8	-6.86	-61.13333333
2898	268194	-472.2	-6.59	-60.86666667
2899	268435	-468.4	-5.96	-60.23333333
2900	268677	-472.4	-6.61	-60.9
2901	268926	-473.4	-6.77	-61.06666667
2902	269178	-473.8	-6.84	-61.13333333
2903	269429	-472.7	-6.65	-60.95
2904	269678	-472.4	-6.59	-60.9
2905	269926	-471.7	-6.47	-60.78333333
2906	270169	-468.6	-5.95	-60.26666667
2907	270409	-469	-6	-60.33333333
2908	270648	-467.8	-5.8	-60.13333333
2909	270883	-465.7	-5.44	-59.78333333
2910	271114	-464.9	-5.3	-59.65
2911	271347	-467.1	-5.65	-60.01666667
2912	271584	-467.7	-5.74	-60.11666667
2913	271822	-467.3	-5.65	-60.05
2914	272053	-462.3	-4.8	-59.21666667
2915	272276	-461.2	-4.6	-59.03333333
2916	272500	-463.2	-4.9	-59.36666667
2917	272724	-461.8	-4.65	-59.13333333
2918	272946	-460.6	-4.43	-58.93333333
2919	273166	-460.3	-4.35	-58.88333333
2920	273385	-460.3	-4.33	-58.88333333
2921	273605	-460.4	-4.33	-58.9
2922	273827	-461.8	-4.55	-59.13333333
2923	274048	-459.2	-4.1	-58.7
2924	274263	-457.7	-3.84	-58.45
2925	274477	-457.6	-3.8	-58.43333333
2926	274692	-458.6	-3.95	-58.6
2927	274909	-458.7	-3.95	-58.61666667
2928	275127	-459.8	-4.13	-58.8
2929	275344	-457.5	-3.73	-58.41666667
2930	275559	-457.4	-3.71	-58.4
2931	275772	-456.4	-3.53	-58.23333333
2932	275983	-455.5	-3.38	-58.08333333
2933	276195	-456.2	-3.48	-58.2
2934	276409	-457.1	-3.62	-58.35
2935	276622	-455.5	-3.35	-58.08333333
2936	276830	-452.7	-2.88	-57.61666667
2937	277036	-453.5	-3.01	-57.75
2938	277246	-455.5	-3.33	-58.08333333
2939	277460	-457.2	-3.61	-58.36666667
2940	277680	-459.3	-3.95	-58.71666667
2941	277903	-459.6	-4	-58.76666667
2942	278130	-462.3	-4.44	-59.21666667
2943	278361	-462.4	-4.46	-59.23333333
2944	278593	-462.2	-4.44	-59.2
2945	278825	-462.1	-4.43	-59.18333333
2946	279057	-462.1	-4.44	-59.18333333
2947	279292	-463.4	-4.67	-59.4
2948	279533	-465.9	-5.1	-59.81666667
2949	279781	-468.2	-5.49	-60.2
2950	280038	-472.2	-6.17	-60.86666667
2951	280303	-472.2	-6.18	-60.86666667
2952	280564	-469.1	-5.69	-60.35
2953	280817	-466.6	-5.3	-59.93333333
2954	281071	-468.6	-5.66	-60.26666667
2955	281332	-471.2	-6.11	-60.7
2956	281602	-473.4	-6.5	-61.06666667
2957	281875	-472.6	-6.39	-60.93333333
2958	282143	-469.9	-5.96	-60.48333333
2959	282405	-468.1	-5.67	-60.18333333
2960	282661	-464.9	-5.15	-59.65
2961	282910	-463	-4.85	-59.33333333
2962	283160	-465.2	-5.22	-59.7
2963	283417	-467.1	-5.55	-60.01666667
2964	283677	-467	-5.54	-60
2965	283941	-469.4	-5.95	-60.4
2966	284218	-474.7	-6.83	-61.28333333
2967	284508	-477.3	-7.27	-61.71666667
2968	284804	-477.5	-7.3	-61.75
2969	285102	-478.4	-7.45	-61.9
2970	285398	-475.6	-6.99	-61.43333333
2971	285686	-473	-6.57	-61
2972	285968	-472	-6.4	-60.83333333
2973	286248	-471.2	-6.27	-60.7
2974	286525	-470.2	-6.1	-60.53333333
2975	286802	-470.6	-6.15	-60.6
2976	287079	-469.5	-5.96	-60.41666667
2977	287351	-467.5	-5.62	-60.08333333
2978	287617	-465.5	-5.28	-59.75
2979	287879	-464.4	-5.09	-59.56666667
2980	288145	-468	-5.68	-60.16666667
2981	288418	-468.8	-5.8	-60.3
2982	288698	-472.1	-6.34	-60.85
2983	288986	-473.1	-6.5	-61.01666667
2984	289271	-470.5	-6.06	-60.58333333
2985	289549	-468.2	-5.67	-60.2
2986	289823	-467.6	-5.56	-60.1
2987	290100	-470.3	-6	-60.55
2988	290382	-470.4	-6	-60.56666667
2989	290660	-466.8	-5.39	-59.96666667
2990	290929	-465.4	-5.15	-59.73333333
2991	291193	-462.5	-4.65	-59.25
2992	291455	-464.3	-4.93	-59.55
2993	291721	-465.2	-5.07	-59.7
2994	291986	-462.6	-4.62	-59.26666667
2995	292242	-459.7	-4.13	-58.78333333
2996	292490	-456.1	-3.52	-58.18333333
2997	292732	-455.8	-3.46	-58.13333333
2998	292976	-457.1	-3.67	-58.35
2999	293232	-463.7	-4.76	-59.45
3000	293502	-466.5	-5.22	-59.91666667
3001	293779	-467.3	-5.34	-60.05
3002	294060	-468.9	-5.6	-60.31666667
3003	294348	-471.7	-6.06	-60.78333333
3004	294637	-468.7	-5.56	-60.28333333
3005	294919	-467.4	-5.34	-60.06666667
3006	295198	-466.2	-5.13	-59.86666667
3007	295474	-465.2	-4.96	-59.7
3008	295749	-465.1	-4.94	-59.68333333
3009	296020	-462.9	-4.57	-59.31666667
3010	296289	-462.7	-4.53	-59.28333333
3011	296562	-465.8	-5.04	-59.8
3012	296840	-465.1	-4.92	-59.68333333
3013	297116	-464.5	-4.81	-59.58333333
3014	297393	-465.1	-4.9	-59.68333333
3015	297669	-463.9	-4.7	-59.48333333
3016	297943	-463.2	-4.57	-59.36666667
3017	298215	-462.7	-4.48	-59.28333333
3018	298485	-461	-4.2	-59
3019	298749	-458.7	-3.81	-58.61666667
3020	299012	-460.1	-4.04	-58.85
3021	299275	-458	-3.69	-58.5
3022	299533	-456.6	-3.45	-58.26666667
3023	299788	-455	-3.19	-58
3024	300039	-454.4	-3.08	-57.9
3025	300293	-455.5	-3.26	-58.08333333
3026	300547	-454.7	-3.13	-57.95
3027	300799	-453.7	-2.97	-57.78333333
3028	301052	-454.9	-3.17	-57.98333333
3029	301305	-453.4	-2.92	-57.73333333
3030	301560	-455.8	-3.32	-58.13333333
3031	301813	-451	-2.52	-57.33333333
3032	302061	-452.4	-2.76	-57.56666667
3033	302320	-457.7	-3.64	-58.45
3034	302583	-455	-3.19	-58
3035	302834	-449.5	-2.28	-57.08333333
3036	303077	-448	-2.04	-56.83333333
3037	303316	-446.2	-1.74	-56.53333333
3038	303558	-449.8	-2.34	-57.13333333
3039	303810	-453	-2.88	-57.66666667
3040	304068	-453.9	-3.03	-57.81666667
3041	304333	-456.5	-3.46	-58.25
3042	304606	-459	-3.88	-58.66666667
3043	304886	-460.5	-4.13	-58.91666667
3044	305171	-461.6	-4.32	-59.1
3045	305463	-464.6	-4.82	-59.6
3046	305764	-466.5	-5.14	-59.91666667
3047	306073	-468.2	-5.42	-60.2
3048	306386	-468.9	-5.54	-60.31666667
3049	306698	-466.5	-5.14	-59.91666667
3050	307005	-466.2	-5.09	-59.86666667
3051	307309	-464	-4.72	-59.5
3052	307608	-463.2	-4.58	-59.36666667
3053	307908	-463.9	-4.69	-59.48333333
3054	308206	-462.2	-4.41	-59.2
3055	308500	-460.3	-4.09	-58.88333333
3056	308789	-459.5	-3.95	-58.75
3057	309077	-459	-3.86	-58.66666667
3058	309365	-458.8	-3.83	-58.63333333
3059	309651	-458	-3.69	-58.5
3060	309934	-456.2	-3.39	-58.2
3061	310215	-455.8	-3.32	-58.13333333
3062	310493	-454.3	-3.06	-57.88333333
3063	310766	-452.6	-2.78	-57.6
3064	311035	-451.2	-2.54	-57.36666667
3065	311302	-450.4	-2.39	-57.23333333
3066	311568	-450.1	-2.33	-57.18333333
3067	311832	-449.5	-2.22	-57.08333333
3068	312099	-450.9	-2.45	-57.31666667
3069	312367	-450.4	-2.35	-57.23333333
3070	312634	-450.1	-2.29	-57.18333333
3071	312899	-447.9	-1.92	-56.81666667
3072	313159	-447.2	-1.79	-56.7
3073	313418	-446.2	-1.61	-56.53333333
3074	313674	-444.7	-1.34	-56.28333333
3075	313928	-445	-1.38	-56.33333333
3076	314183	-445	-1.36	-56.33333333
3077	314438	-444.8	-1.32	-56.3
3078	314692	-443.6	-1.1	-56.1
3079	314943	-443	-0.99	-56
3080	315194	-443	-0.97	-56
3081	315443	-441.1	-0.64	-55.68333333
3082	315689	-440.3	-0.48	-55.55
3083	315934	-440.3	-0.46	-55.55
3084	316179	-440.7	-0.51	-55.61666667
3085	316424	-438.8	-0.18	-55.3
3086	316666	-438.9	-0.18	-55.31666667
3087	316910	-439.9	-0.33	-55.48333333
3088	317155	-439.2	-0.2	-55.36666667
3089	317401	-440.4	-0.39	-55.56666667
3090	317649	-440.6	-0.42	-55.6
3091	317897	-439	-0.14	-55.33333333
3092	318141	-438.4	-0.03	-55.23333333
3093	318385	-438.1	0.02	-55.18333333
3094	318628	-437	0.2	-55
3095	318872	-438.1	0.01	-55.18333333
3096	319118	-437.9	0.02	-55.15
3097	319364	-436.9	0.16	-54.98333333
3098	319608	-436.3	0.24	-54.88333333
3099	319853	-436.7	0.15	-54.95
3100	320102	-438.2	-0.12	-55.2
3101	320354	-438.4	-0.18	-55.23333333
3102	320607	-437.7	-0.09	-55.11666667
3103	320856	-434.7	0.38	-54.61666667
3104	321095	-430	1.14	-53.83333333
3105	321329	-429.1	1.26	-53.68333333
3106	321559	-426.5	1.66	-53.25
3107	321783	-423.2	2.18	-52.7
3108	322000	-420.2	2.65	-52.2
3109	322214	-418.8	2.85	-51.96666667
3110	322426	-418.7	2.82	-51.95
3111	322638	-416.2	3.19	-51.53333333
3112	322847	-415.9	3.18	-51.48333333
3113	323057	-416.2	3.08	-51.53333333
3114	323269	-415.8	3.08	-51.46666667
3115	323482	-414.9	3.14	-51.31666667
3116	323695	-415.2	2.99	-51.36666667
3117	323911	-415.5	2.84	-51.41666667
3118	324129	-414.8	2.86	-51.3
3119	324349	-415.6	2.65	-51.43333333
3120	324574	-417.2	2.34	-51.7
3121	324804	-419	2	-52
3122	325039	-420.3	1.74	-52.21666667
3123	325278	-421	1.59	-52.33333333
3124	325527	-426.3	0.68	-53.21666667
3125	325789	-430	0.05	-53.83333333
3126	326061	-431.7	-0.25	-54.11666667
3127	326342	-435.9	-0.96	-54.81666667
3128	326639	-440.5	-1.73	-55.58333333
3129	326952	-444.4	-2.39	-56.23333333
3130	327273	-444.5	-2.41	-56.25
3131	327597	-445.4	-2.55	-56.4
3132	327924	-445.9	-2.64	-56.48333333
3133	328258	-448.3	-3.03	-56.88333333
3134	328602	-450.6	-3.41	-57.26666667
3135	328955	-452.3	-3.68	-57.55
3136	329318	-455.6	-4.21	-58.1
3137	329694	-457.8	-4.56	-58.46666667
3138	330081	-459.9	-4.9	-58.81666667
3139	330476	-461.4	-5.11	-59.06666667
3140	330883	-465	-5.67	-59.66666667
3141	331300	-465.8	-5.76	-59.8
3142	331725	-467.8	-6.06	-60.13333333
3143	332164	-471.5	-6.63	-60.75
3144	332624	-475.8	-7.3	-61.46666667
3145	333106	-479.4	-7.86	-62.06666667
3146	333602	-480.7	-8.04	-62.28333333
3147	334101	-480.3	-7.94	-62.21666667
3148	334600	-480.4	-7.93	-62.23333333
3149	335100	-480.1	-7.87	-62.18333333
3150	335595	-478.4	-7.58	-61.9
3151	336081	-476.6	-7.28	-61.6
3152	336567	-477.5	-7.43	-61.75
3153	337055	-476.7	-7.3	-61.61666667
3154	337544	-477.4	-7.42	-61.73333333
3155	338033	-475.8	-7.16	-61.46666667
3156	338521	-476.6	-7.3	-61.6
3157	339015	-477.2	-7.4	-61.7
3158	339505	-474.6	-6.98	-61.26666667
3159	339993	-475.5	-7.13	-61.41666667
3160	340490	-477.3	-7.44	-61.71666667
3161	340984	-473.9	-6.88	-61.15
3162	341462	-470.4	-6.31	-60.56666667
3163	341930	-470	-6.26	-60.5
3164	342401	-470.3	-6.32	-60.55
3165	342879	-471.8	-6.59	-60.8
3166	343364	-472	-6.64	-60.83333333
3167	343853	-472.6	-6.76	-60.93333333
3168	344348	-473	-6.84	-61
3169	344839	-470.5	-6.43	-60.58333333
3170	345327	-471.3	-6.58	-60.71666667
3171	345821	-471.7	-6.65	-60.78333333
3172	346319	-472.3	-6.76	-60.88333333
3173	346823	-472.8	-6.84	-60.96666667
3174	347330	-472.7	-6.83	-60.95
3175	347841	-473.3	-6.92	-61.05
3176	348357	-474.1	-7.05	-61.18333333
3177	348877	-473.9	-7.02	-61.15
3178	349404	-475.8	-7.32	-61.46666667
3179	349945	-477.6	-7.61	-61.76666667
3180	350493	-477.8	-7.64	-61.8
3181	351044	-477.9	-7.64	-61.81666667
3182	351596	-477.5	-7.57	-61.75
3183	352150	-478	-7.64	-61.83333333
3184	352710	-478.9	-7.77	-61.98333333
3185	353273	-478.6	-7.71	-61.93333333
3186	353838	-478.7	-7.71	-61.95
3187	354400	-477.3	-7.46	-61.71666667
3188	354958	-477.1	-7.41	-61.68333333
3189	355512	-475.5	-7.13	-61.41666667
3190	356060	-474.5	-6.94	-61.25
3191	356612	-476.4	-7.24	-61.56666667
3192	357167	-475.1	-7.01	-61.35
3193	357712	-472.6	-6.58	-60.93333333
3194	358247	-471.6	-6.39	-60.76666667
3195	358786	-473.2	-6.64	-61.03333333
3196	359327	-471.9	-6.41	-60.81666667
3197	359855	-468.3	-5.8	-60.21666667
3198	360376	-468.9	-5.89	-60.31666667
3199	360904	-469.9	-6.05	-60.48333333
3200	361440	-471.1	-6.24	-60.68333333
3201	361973	-468.4	-5.79	-60.23333333
3202	362503	-469.1	-5.9	-60.35
3203	363042	-470.9	-6.2	-60.65
3204	363580	-468	-5.72	-60.16666667
3205	364114	-468.7	-5.84	-60.28333333
3206	364659	-470.9	-6.21	-60.65
3207	365208	-468.9	-5.88	-60.31666667
3208	365743	-466	-5.4	-59.83333333
3209	366267	-464.3	-5.13	-59.55
3210	366784	-462.5	-4.84	-59.25
3211	367297	-462.6	-4.86	-59.26666667
3212	367816	-463.3	-4.97	-59.38333333
3213	368329	-460.2	-4.46	-58.86666667
3214	368829	-457.6	-4.03	-58.43333333
3215	369331	-460.7	-4.54	-58.95
3216	369858	-464.9	-5.23	-59.65
3217	370403	-466.1	-5.42	-59.85
3218	370960	-468.1	-5.74	-60.18333333
3219	371545	-473.8	-6.67	-61.13333333
3220	372149	-473.3	-6.58	-61.05
3221	372746	-470.8	-6.15	-60.63333333
